id	time_scraped	follower	followed
2433169	2022-10-29T21:10:55.822035Z	4118	19352
2433172	2022-10-29T21:10:57.840995Z	4118	195835
2433177	2022-10-29T21:11:00.348924Z	4118	3329
2433181	2022-10-29T21:11:03.172580Z	4118	33725
2433523	2022-10-29T21:14:36.350101Z	4118	373641
2433528	2022-10-29T21:14:38.787300Z	4118	97580
2433535	2022-10-29T21:14:41.091007Z	4118	52263
2433543	2022-10-29T21:14:45.965058Z	4118	40558
2433552	2022-10-29T21:14:50.009454Z	4118	151300
2433737	2022-10-29T21:16:47.593151Z	4118	191342
2433747	2022-10-29T21:16:54.224134Z	4118	6740
2433754	2022-10-29T21:16:58.975897Z	4118	12149
2433762	2022-10-29T21:17:05.397247Z	4118	58100
2433769	2022-10-29T21:17:09.509012Z	4118	12031
2433777	2022-10-29T21:17:14.057168Z	4118	65769
2433785	2022-10-29T21:17:18.233479Z	4118	45554
2433792	2022-10-29T21:17:23.141130Z	4118	149567
2433802	2022-10-29T21:17:28.213998Z	4118	46535
2433808	2022-10-29T21:17:32.921179Z	4118	77592
2433816	2022-10-29T21:17:38.585142Z	4118	68314
2433824	2022-10-29T21:17:43.112955Z	4118	48074
2433831	2022-10-29T21:17:47.045159Z	4118	176272
2433839	2022-10-29T21:17:52.600797Z	4118	18549
2433849	2022-10-29T21:17:58.592994Z	4118	11963
2433856	2022-10-29T21:18:05.248920Z	4118	45532
2433864	2022-10-29T21:18:09.633468Z	4118	58143
2433993	2022-10-29T21:19:27.719154Z	4118	53059
2434109	2022-10-29T21:20:43.382351Z	4118	146846
2434116	2022-10-29T21:20:47.505060Z	4118	46576
2434120	2022-10-29T21:20:49.654539Z	4118	62988
2433986	2022-10-29T21:19:24.001391Z	4118	73635
2433989	2022-10-29T21:19:25.769904Z	4118	91987
2433996	2022-10-29T21:19:29.521124Z	4118	228115
2434000	2022-10-29T21:19:31.685275Z	4118	45603
2434004	2022-10-29T21:19:34.914733Z	4118	32812
2434008	2022-10-29T21:19:37.293806Z	4118	427000
2434016	2022-10-29T21:19:39.265426Z	4118	60234
2434023	2022-10-29T21:19:43.245012Z	4118	150755
2434031	2022-10-29T21:19:48.149883Z	4118	19332
2434039	2022-10-29T21:19:55.929015Z	4118	77453
2434048	2022-10-29T21:20:01.386494Z	4118	68481
2434056	2022-10-29T21:20:08.304851Z	4118	74593
2434063	2022-10-29T21:20:12.974502Z	4118	147338
